date,available_spots
11/27/2017,157
11/27/2017,160
11/27/2017,161
11/27/2017,161
11/27/2017,161
11/27/2017,161
11/27/2017,160
11/28/2017,160
11/28/2017,160
11/28/2017,157
11/28/2017,135
11/28/2017,90
11/28/2017,58
11/28/2017,43
11/28/2017,33
11/28/2017,37
11/28/2017,36
11/28/2017,47
11/28/2017,56
11/28/2017,98
11/28/2017,107
11/28/2017,109
11/28/2017,107
11/28/2017,109
11/28/2017,111
11/28/2017,126
11/28/2017,130
11/28/2017,132
11/28/2017,132
11/28/2017,132
11/28/2017,132
11/29/2017,129
11/29/2017,122
11/29/2017,117
11/29/2017,112
11/29/2017,110
11/29/2017,107
11/29/2017,103
11/29/2017,102
11/29/2017,97
11/29/2017,93
11/29/2017,85
11/29/2017,89
11/29/2017,94
11/29/2017,127
11/29/2017,148
11/29/2017,157
11/29/2017,161
11/29/2017,161
11/29/2017,161
11/29/2017,161
11/29/2017,161
11/29/2017,161
11/29/2017,161
11/29/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,140
11/30/2017,90
11/30/2017,50
11/30/2017,55
11/30/2017,53
11/30/2017,63
11/30/2017,64
11/30/2017,76
11/30/2017,81
11/30/2017,97
11/30/2017,130
11/30/2017,154
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
11/30/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,133
12/2/2017,95
12/2/2017,60
12/2/2017,44
12/2/2017,37
12/2/2017,37
12/2/2017,35
12/2/2017,48
12/2/2017,50
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,161
12/2/2017,133
12/2/2017,104
12/2/2017,143
12/2/2017,143
12/3/2017,156
12/3/2017,158
12/3/2017,158
12/3/2017,159
12/3/2017,159
12/3/2017,159
12/3/2017,159
12/3/2017,158
12/3/2017,156
12/3/2017,157
12/3/2017,157
12/3/2017,151
12/3/2017,137
12/3/2017,101
12/3/2017,81
12/3/2017,71
12/3/2017,65
12/3/2017,63
12/3/2017,60
12/3/2017,65
12/3/2017,72
12/3/2017,105
12/3/2017,141
12/3/2017,154
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,161
12/4/2017,136
12/4/2017,99
12/4/2017,67
12/4/2017,52
12/4/2017,52
12/4/2017,55
12/4/2017,58
12/4/2017,61
12/4/2017,75
12/4/2017,88
12/4/2017,131
12/4/2017,151
12/5/2017,156
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,161
12/5/2017,159
12/5/2017,139
12/5/2017,95
12/5/2017,64
12/5/2017,60
12/5/2017,57
12/5/2017,61
12/5/2017,63
12/5/2017,66
12/5/2017,81
12/5/2017,110
12/5/2017,138
12/5/2017,150
12/6/2017,158
12/6/2017,159
12/6/2017,159
12/6/2017,159
12/6/2017,160
12/6/2017,160
12/6/2017,159
12/6/2017,156
12/6/2017,156
12/6/2017,157
12/6/2017,157
12/6/2017,156
12/6/2017,135
12/6/2017,104
12/6/2017,74
12/6/2017,64
12/6/2017,66
12/6/2017,65
12/6/2017,68
12/6/2017,72
12/6/2017,81
12/6/2017,123
12/6/2017,137
12/6/2017,135
12/7/2017,144
12/7/2017,147
12/7/2017,149
12/7/2017,153
12/7/2017,161
12/7/2017,161
12/7/2017,161
12/7/2017,161
12/7/2017,161
12/7/2017,161
12/7/2017,161
12/7/2017,161
12/7/2017,118
12/7/2017,74
12/7/2017,51
12/7/2017,45
12/7/2017,35
12/7/2017,28
12/7/2017,38
12/7/2017,47
12/7/2017,56
12/7/2017,100
12/7/2017,131
12/7/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,129
12/8/2017,94
12/8/2017,70
12/8/2017,51
12/8/2017,48
12/8/2017,57
12/8/2017,48
12/8/2017,52
12/8/2017,68
12/8/2017,98
12/8/2017,138
12/8/2017,147
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/8/2017,161
12/9/2017,161
12/9/2017,161
12/9/2017,161
12/9/2017,161
12/9/2017,161
12/9/2017,161
12/9/2017,161
12/9/2017,142
12/9/2017,103
12/9/2017,75
12/9/2017,60
12/9/2017,61
12/9/2017,64
12/9/2017,58
12/9/2017,58
12/9/2017,68
12/9/2017,82
12/9/2017,118
12/9/2017,136
12/9/2017,152
12/9/2017,155
12/9/2017,157
12/9/2017,160
12/9/2017,160
12/10/2017,160
12/10/2017,160
12/10/2017,160
12/10/2017,159
12/10/2017,158
12/10/2017,159
12/10/2017,157
12/10/2017,130
12/10/2017,87
12/10/2017,57
12/10/2017,45
12/10/2017,44
12/10/2017,46
12/10/2017,39
12/10/2017,46
12/10/2017,65
12/10/2017,97
12/10/2017,126
12/10/2017,142
12/10/2017,153
12/10/2017,161
12/10/2017,161
12/10/2017,161
12/10/2017,161
12/11/2017,161
12/11/2017,161
12/11/2017,161
12/11/2017,161
12/11/2017,161
12/11/2017,161
12/11/2017,161
12/11/2017,133
12/11/2017,104
12/11/2017,72
12/11/2017,58
12/11/2017,58
12/11/2017,58
12/11/2017,65
12/11/2017,74
12/11/2017,83
12/11/2017,109
12/11/2017,126
12/11/2017,130
12/11/2017,135
12/11/2017,141
12/11/2017,146
12/11/2017,151
12/11/2017,155
12/12/2017,156
12/12/2017,158
12/12/2017,161
12/12/2017,161
12/12/2017,161
12/12/2017,161
12/12/2017,161
12/12/2017,161
12/12/2017,161
12/12/2017,153
12/12/2017,150
12/12/2017,148
12/12/2017,143
12/12/2017,143
12/12/2017,137
12/12/2017,134
12/12/2017,101
12/12/2017,114
12/12/2017,117
12/12/2017,117
12/12/2017,124
12/12/2017,131
12/12/2017,145
12/12/2017,147
12/13/2017,153
12/13/2017,156
12/13/2017,161
12/13/2017,161
12/13/2017,159
12/13/2017,155
12/13/2017,148
12/13/2017,142
12/13/2017,134
12/13/2017,127
12/13/2017,122
12/13/2017,115
12/13/2017,108
12/13/2017,101
12/13/2017,99
12/13/2017,103
12/13/2017,142
12/13/2017,161
12/13/2017,161
12/13/2017,161
12/13/2017,161
12/13/2017,161
12/13/2017,161
12/13/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,161
12/14/2017,-18
12/14/2017,-2
12/14/2017,-3
12/14/2017,4
12/14/2017,7
12/14/2017,15
12/14/2017,30
12/14/2017,33
12/15/2017,36
12/15/2017,40
12/15/2017,41
12/15/2017,45
12/15/2017,46
12/15/2017,45
12/15/2017,41
12/15/2017,121
12/15/2017,103
12/15/2017,133
12/15/2017,147
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,161
12/15/2017,136
12/16/2017,96
12/16/2017,68
12/16/2017,66
12/16/2017,66
12/16/2017,85
12/16/2017,86
12/16/2017,87
12/16/2017,101
12/16/2017,100
12/16/2017,132
12/16/2017,143
12/16/2017,147
12/16/2017,146
12/16/2017,149
12/16/2017,151
12/16/2017,152
12/16/2017,151
12/16/2017,151
12/16/2017,150
12/16/2017,149
12/16/2017,150
12/16/2017,150
12/16/2017,145
12/16/2017,129
12/17/2017,99
12/17/2017,78
12/17/2017,79
12/17/2017,82
12/17/2017,80
12/17/2017,71
12/17/2017,75
12/17/2017,89
12/17/2017,86
12/17/2017,132
12/17/2017,149
12/17/2017,156
12/17/2017,159
12/17/2017,159
12/17/2017,161
12/17/2017,161
12/17/2017,161
12/17/2017,161
12/17/2017,161
12/17/2017,159
12/17/2017,159
12/17/2017,159
12/17/2017,155
12/17/2017,139
12/19/2017,103
12/19/2017,82
12/19/2017,81
12/19/2017,77
12/19/2017,78
12/19/2017,80
12/19/2017,88
12/19/2017,90
12/19/2017,149
12/19/2017,153
12/19/2017,157
12/19/2017,156
12/19/2017,156
12/19/2017,155
12/19/2017,155
12/19/2017,155
12/19/2017,156
12/19/2017,156
12/19/2017,156
12/19/2017,156
12/19/2017,155
12/19/2017,149
12/19/2017,144
12/19/2017,138
12/20/2017,135
12/20/2017,133
12/20/2017,133
12/20/2017,132
12/20/2017,132
12/20/2017,125
12/20/2017,128
12/20/2017,124
12/20/2017,85
12/20/2017,102
12/20/2017,104
12/20/2017,112
12/20/2017,116
12/20/2017,118
12/20/2017,127
12/20/2017,131
12/20/2017,140
12/20/2017,141
12/20/2017,142
12/20/2017,146
12/20/2017,148
12/20/2017,149
12/20/2017,145
12/20/2017,142
12/21/2017,102
12/21/2017,74
12/21/2017,69
12/21/2017,70
12/21/2017,79
12/21/2017,74
12/21/2017,77
12/21/2017,82
12/21/2017,-86
12/21/2017,-89
12/21/2017,-100
12/21/2017,-105
12/21/2017,-106
12/21/2017,-106
12/21/2017,-108
12/21/2017,-113
12/21/2017,-114
12/21/2017,-114
12/21/2017,-116
12/21/2017,-117
12/21/2017,-117
12/21/2017,-118
12/21/2017,-119
12/21/2017,-143
12/22/2017,-195
12/22/2017,118
12/22/2017,106
12/22/2017,106
12/22/2017,104
12/22/2017,106
12/22/2017,107
12/22/2017,125
12/22/2017,99
12/22/2017,108
12/22/2017,106
12/22/2017,117
12/22/2017,122
12/22/2017,126
12/22/2017,139
12/22/2017,146
12/22/2017,153
12/22/2017,155
12/22/2017,155
12/22/2017,161
12/22/2017,161
12/22/2017,161
12/22/2017,157
12/22/2017,139
12/23/2017,96
12/23/2017,60
12/23/2017,46
12/23/2017,44
12/23/2017,44
12/23/2017,42
12/23/2017,50
12/23/2017,72
12/23/2017,113
12/23/2017,146
12/23/2017,155
12/23/2017,160
12/23/2017,160
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,161
12/23/2017,152
12/23/2017,140
12/24/2017,125
12/24/2017,112
12/24/2017,111
12/24/2017,106
12/24/2017,102
12/24/2017,101
12/24/2017,101
12/24/2017,89
12/24/2017,115
12/24/2017,124
12/24/2017,131
12/24/2017,133
12/24/2017,138
12/24/2017,142
12/24/2017,161
12/24/2017,161
12/24/2017,161
12/24/2017,161
12/24/2017,161
12/24/2017,161
12/24/2017,161
12/24/2017,161
12/24/2017,157
12/24/2017,143
12/25/2017,136
12/25/2017,133
12/25/2017,128
12/25/2017,121
12/25/2017,119
12/25/2017,118
12/25/2017,118
12/25/2017,121
12/25/2017,112
12/25/2017,144
12/25/2017,152
12/25/2017,154
12/25/2017,158
12/25/2017,158
12/25/2017,158
12/25/2017,158
12/25/2017,155
12/25/2017,155
12/25/2017,155
12/25/2017,155
12/25/2017,153
12/25/2017,149
12/25/2017,139
12/25/2017,121
12/26/2017,101
12/26/2017,88
12/26/2017,83
12/26/2017,74
12/26/2017,64
12/26/2017,52
12/26/2017,44
12/26/2017,27
12/26/2017,90
12/26/2017,132
12/26/2017,146
12/26/2017,158
12/26/2017,158
12/26/2017,160
12/26/2017,161
12/26/2017,161
12/26/2017,161
12/26/2017,161
12/26/2017,161
12/26/2017,161
12/26/2017,161
12/26/2017,161
12/26/2017,153
12/26/2017,124
12/27/2017,81
12/27/2017,57
12/27/2017,38
12/27/2017,37
12/27/2017,31
12/27/2017,36
12/27/2017,36
12/27/2017,54
12/27/2017,92
12/27/2017,128
12/27/2017,139
12/27/2017,156
12/27/2017,160
12/27/2017,160
12/27/2017,161
12/27/2017,161
12/27/2017,161
12/27/2017,161
12/27/2017,161
12/27/2017,161
12/27/2017,161
12/27/2017,161
12/27/2017,159
12/27/2017,138
12/28/2017,85
12/28/2017,51
12/28/2017,34
12/28/2017,36
12/28/2017,40
12/28/2017,44
12/28/2017,49
12/28/2017,58
12/28/2017,96
12/28/2017,136
12/28/2017,154
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,161
12/28/2017,130
12/29/2017,91
12/29/2017,51
12/29/2017,36
12/29/2017,36
12/29/2017,42
12/29/2017,35
12/29/2017,44
12/29/2017,54
12/29/2017,103
12/29/2017,116
12/29/2017,117
12/29/2017,120
12/29/2017,123
12/29/2017,123
12/29/2017,129
12/29/2017,133
12/29/2017,136
12/29/2017,141
12/29/2017,150
12/29/2017,151
12/29/2017,146
12/29/2017,139
12/29/2017,133
12/29/2017,125
12/30/2017,112
12/30/2017,111
12/30/2017,103
12/30/2017,100
12/30/2017,91
12/30/2017,87
12/30/2017,96
12/30/2017,102
12/30/2017,87
12/30/2017,131
12/30/2017,147
12/30/2017,156
12/30/2017,160
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,161
12/30/2017,120
12/31/2017,79
12/31/2017,50
12/31/2017,45
12/31/2017,39
12/31/2017,44
12/31/2017,51
12/31/2017,51
12/31/2017,53
12/31/2017,98
12/31/2017,102
12/31/2017,147
12/31/2017,157
12/31/2017,161
12/31/2017,161
12/31/2017,161
12/31/2017,161
12/31/2017,161
12/31/2017,161
12/31/2017,161
12/31/2017,160
12/31/2017,160
12/31/2017,160
12/31/2017,155
12/31/2017,128
1/1/2018,83
1/1/2018,54
1/1/2018,51
1/1/2018,43
1/1/2018,50
1/1/2018,42
1/1/2018,47
1/1/2018,55
1/1/2018,103
1/1/2018,157
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,161
1/1/2018,152
1/2/2018,147
1/2/2018,114
1/2/2018,105
1/2/2018,102
1/2/2018,95
1/2/2018,83
1/2/2018,92
1/2/2018,105
1/2/2018,113
1/2/2018,122
1/2/2018,126
1/2/2018,128
1/2/2018,129
1/2/2018,132
1/2/2018,132
1/2/2018,149
1/2/2018,157
1/2/2018,160
1/2/2018,160
1/2/2018,161
1/2/2018,161
1/2/2018,161
1/2/2018,160
1/2/2018,123
1/3/2018,89
1/3/2018,54
1/3/2018,46
1/3/2018,49
1/3/2018,48
1/3/2018,41
1/3/2018,45
1/3/2018,53
1/3/2018,89
1/3/2018,118
1/3/2018,138
1/3/2018,151
1/3/2018,159
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,161
1/3/2018,159
1/3/2018,131
1/4/2018,101
1/4/2018,64
1/4/2018,41
1/4/2018,36
1/4/2018,33
1/4/2018,43
1/4/2018,49
1/4/2018,54
1/4/2018,109
1/4/2018,115
1/4/2018,119
1/4/2018,126
1/4/2018,131
1/4/2018,137
1/4/2018,145
1/4/2018,147
1/4/2018,148
1/4/2018,153
1/4/2018,154
1/4/2018,154
1/4/2018,152
1/4/2018,143
1/4/2018,137
1/4/2018,132
1/5/2018,127
1/5/2018,122
1/5/2018,117
1/5/2018,113
1/5/2018,108
1/5/2018,102
1/5/2018,103
1/5/2018,101
1/5/2018,114
1/5/2018,122
1/5/2018,118
1/5/2018,122
1/5/2018,126
1/5/2018,133
1/5/2018,145
1/5/2018,150
1/5/2018,152
1/5/2018,157
1/5/2018,158
1/5/2018,161
1/5/2018,161
1/5/2018,161
1/5/2018,157
1/5/2018,138
1/6/2018,102
1/6/2018,61
1/6/2018,52
1/6/2018,46
1/6/2018,47
1/6/2018,48
1/6/2018,56
1/6/2018,68
1/6/2018,113
1/6/2018,143
1/6/2018,151
1/6/2018,158
1/6/2018,157
1/6/2018,158
1/6/2018,160
1/6/2018,161
1/6/2018,161
1/6/2018,161
1/6/2018,161
1/6/2018,161
1/6/2018,161
1/6/2018,161
1/6/2018,160
1/6/2018,137
1/7/2018,110
1/7/2018,87
1/7/2018,81
1/7/2018,79
1/7/2018,74
1/7/2018,76
1/7/2018,78
1/7/2018,93
1/7/2018,91
1/7/2018,108
1/7/2018,122
1/7/2018,143
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,161
1/7/2018,152
1/8/2018,135
1/8/2018,124
1/8/2018,116
1/8/2018,114
1/8/2018,114
1/8/2018,113
1/8/2018,115
1/8/2018,112
1/8/2018,83
1/8/2018,135
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,161
1/8/2018,146
1/9/2018,97
1/9/2018,76
1/9/2018,65
1/9/2018,65
1/9/2018,64
1/9/2018,59
1/9/2018,66
1/9/2018,76
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/9/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,159
1/10/2018,160
1/10/2018,161
1/10/2018,86
1/10/2018,121
1/10/2018,153
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,161
1/10/2018,153
1/11/2018,112
1/11/2018,90
1/11/2018,85
1/11/2018,88
1/11/2018,91
1/11/2018,92
1/11/2018,96
1/11/2018,109
1/11/2018,106
1/11/2018,115
1/11/2018,112
1/11/2018,112
1/11/2018,116
1/11/2018,130
1/11/2018,136
1/11/2018,143
1/11/2018,145
1/11/2018,150
1/11/2018,150
1/11/2018,156
1/11/2018,157
1/11/2018,157
1/11/2018,153
1/11/2018,125
1/12/2018,83
1/12/2018,56
1/12/2018,37
1/12/2018,40
1/12/2018,47
1/12/2018,41
1/12/2018,53
1/12/2018,67
1/12/2018,99
1/12/2018,142
1/12/2018,151
1/12/2018,155
1/12/2018,157
1/12/2018,158
1/12/2018,159
1/12/2018,159
1/12/2018,159
1/12/2018,159
1/12/2018,157
1/12/2018,158
1/12/2018,157
1/12/2018,157
1/12/2018,151
1/12/2018,132
1/13/2018,97
1/13/2018,74
1/13/2018,66
1/13/2018,66
1/13/2018,73
1/13/2018,72
1/13/2018,70
1/13/2018,79
1/13/2018,100
1/13/2018,141
1/13/2018,149
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,161
1/13/2018,146
1/14/2018,101
1/14/2018,78
1/14/2018,58
1/14/2018,48
1/14/2018,45
1/14/2018,46
1/14/2018,54
1/14/2018,66
1/14/2018,74
1/14/2018,84
1/14/2018,88
1/14/2018,97
1/14/2018,98
1/14/2018,108
1/14/2018,121
1/14/2018,129
1/14/2018,137
1/14/2018,141
1/14/2018,146
1/14/2018,147
1/14/2018,140
1/14/2018,131
1/14/2018,122
1/14/2018,112
1/15/2018,96
1/15/2018,89
1/15/2018,77
1/15/2018,67
1/15/2018,60
1/15/2018,55
1/15/2018,62
1/15/2018,75
1/15/2018,111
1/15/2018,149
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/15/2018,161
1/16/2018,99
1/16/2018,59
1/16/2018,45
1/16/2018,37
1/16/2018,42
1/16/2018,52
1/16/2018,52
1/16/2018,66
1/16/2018,114
1/16/2018,145
1/16/2018,158
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,161
1/16/2018,158
1/16/2018,141
1/17/2018,104
1/17/2018,78
1/17/2018,64
1/17/2018,60
1/17/2018,61
1/17/2018,66
1/17/2018,72
1/17/2018,83
1/17/2018,83
1/17/2018,106
1/17/2018,121
1/17/2018,136
1/17/2018,150
1/17/2018,152
1/17/2018,153
1/17/2018,154
1/17/2018,154
1/17/2018,154
1/17/2018,154
1/17/2018,152
1/17/2018,153
1/17/2018,153
1/17/2018,148
1/17/2018,126
1/18/2018,85
1/18/2018,53
1/18/2018,38
1/18/2018,32
1/18/2018,42
1/18/2018,42
1/18/2018,51
1/18/2018,68
1/18/2018,77
1/18/2018,118
1/18/2018,136
1/18/2018,147
1/18/2018,159
1/18/2018,158
1/18/2018,161
1/18/2018,161
1/18/2018,161
1/18/2018,161
1/18/2018,161
1/18/2018,161
1/18/2018,161
1/18/2018,161
1/18/2018,160
1/18/2018,140
1/19/2018,104
1/19/2018,79
1/19/2018,76
1/19/2018,70
1/19/2018,74
1/19/2018,79
1/19/2018,78
1/19/2018,90
1/19/2018,126
1/19/2018,150
1/19/2018,156
1/19/2018,160
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,161
1/19/2018,151
1/19/2018,133
1/20/2018,103
1/20/2018,97
1/20/2018,91
1/20/2018,84
1/20/2018,91
1/20/2018,86
1/20/2018,97
1/20/2018,93
1/20/2018,136
1/20/2018,139
1/20/2018,141
1/20/2018,141
1/20/2018,142
1/20/2018,143
1/20/2018,152
1/20/2018,153
1/20/2018,156
1/20/2018,161
1/20/2018,161
1/20/2018,161
1/20/2018,161
1/20/2018,151
1/20/2018,146
1/20/2018,140
1/21/2018,137
1/21/2018,131
1/21/2018,127
1/21/2018,120
1/21/2018,124
1/21/2018,129
1/21/2018,131
1/21/2018,129
1/21/2018,112
1/21/2018,140
1/21/2018,148
1/21/2018,151
1/21/2018,155
1/21/2018,155
1/21/2018,157
1/21/2018,157
1/21/2018,157
1/21/2018,157
1/21/2018,157
1/21/2018,157
1/21/2018,155
1/21/2018,148
1/21/2018,140
1/21/2018,133
1/22/2018,127
1/22/2018,121
1/22/2018,114
1/22/2018,108
1/22/2018,101
1/22/2018,97
1/22/2018,96
1/22/2018,100
1/22/2018,88
1/22/2018,133
1/22/2018,142
1/22/2018,152
1/22/2018,156
1/22/2018,157
1/22/2018,158
1/22/2018,160
1/22/2018,160
1/22/2018,160
1/22/2018,159
1/22/2018,159
1/22/2018,160
1/22/2018,160
1/22/2018,158
1/22/2018,132
1/23/2018,83
1/23/2018,48
1/23/2018,48
1/23/2018,47
1/23/2018,45
1/23/2018,48
1/23/2018,48
1/23/2018,52
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,158
1/23/2018,157
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,161
1/23/2018,157
1/24/2018,153
1/24/2018,142
1/24/2018,136
1/24/2018,132
1/24/2018,140
1/24/2018,132
1/24/2018,129
1/24/2018,130
1/24/2018,106
1/24/2018,140
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,161
1/24/2018,130
1/25/2018,93
1/25/2018,55
1/25/2018,39
1/25/2018,28
1/25/2018,28
1/25/2018,34
1/25/2018,47
1/25/2018,59
1/25/2018,111
1/25/2018,141
1/25/2018,153
1/25/2018,155
1/25/2018,159
1/25/2018,159
1/25/2018,160
1/25/2018,161
1/25/2018,161
1/25/2018,161
1/25/2018,161
1/25/2018,161
1/25/2018,161
1/25/2018,161
1/25/2018,134
1/25/2018,121
1/26/2018,106
1/26/2018,94
1/26/2018,84
1/26/2018,75
1/26/2018,80
1/26/2018,83
1/26/2018,96
1/26/2018,100
1/26/2018,114
1/26/2018,126
1/26/2018,128
1/26/2018,129
1/26/2018,129
1/26/2018,133
1/26/2018,143
1/26/2018,150
1/26/2018,155
1/26/2018,161
1/26/2018,161
1/26/2018,161
1/26/2018,161
1/26/2018,158
1/26/2018,149
1/26/2018,143
1/27/2018,136
1/27/2018,128
1/27/2018,121
1/27/2018,113
1/27/2018,113
1/27/2018,111
1/27/2018,113
1/27/2018,101
1/27/2018,83
1/27/2018,129
1/27/2018,148
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,161
1/27/2018,128
1/28/2018,86
1/28/2018,54
1/28/2018,54
1/28/2018,49
1/28/2018,53
1/28/2018,54
1/28/2018,59
1/28/2018,60
1/28/2018,99
1/28/2018,114
1/28/2018,118
1/28/2018,129
1/28/2018,137
1/28/2018,142
1/28/2018,151
1/28/2018,161
1/28/2018,161
1/28/2018,161
1/28/2018,161
1/28/2018,161
1/28/2018,161
1/28/2018,161
1/28/2018,161
1/28/2018,130
1/29/2018,97
1/29/2018,78
1/29/2018,66
1/29/2018,64
1/29/2018,70
1/29/2018,74
1/29/2018,82
1/29/2018,94
1/29/2018,116
1/29/2018,149
1/29/2018,159
1/29/2018,159
1/29/2018,157
1/29/2018,157
1/29/2018,159
1/29/2018,159
1/29/2018,159
1/29/2018,159
1/29/2018,159
1/29/2018,159
1/29/2018,159
1/29/2018,159
1/29/2018,143
1/29/2018,131
1/30/2018,115
1/30/2018,112
1/30/2018,106
1/30/2018,104
1/30/2018,97
1/30/2018,96
1/30/2018,104
1/30/2018,102
1/30/2018,128
1/30/2018,136
1/30/2018,137
1/30/2018,142
1/30/2018,155
1/30/2018,157
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/30/2018,161
1/31/2018,125
1/31/2018,94
1/31/2018,86
1/31/2018,85
1/31/2018,74
1/31/2018,70
1/31/2018,71
1/31/2018,82
1/31/2018,110
1/31/2018,141
1/31/2018,154
1/31/2018,155
1/31/2018,156
1/31/2018,156
1/31/2018,158
1/31/2018,158
1/31/2018,158
1/31/2018,158
1/31/2018,158
1/31/2018,158
1/31/2018,158
1/31/2018,158
1/31/2018,151
1/31/2018,146
2/1/2018,140
2/1/2018,133
2/1/2018,130
2/1/2018,127
2/1/2018,120
2/1/2018,111
2/1/2018,109
2/1/2018,111
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/1/2018,161
2/2/2018,143
2/2/2018,135
2/2/2018,129
2/2/2018,123
2/2/2018,116
2/2/2018,115
2/2/2018,113
2/2/2018,111
2/2/2018,161
